"ProductID","Date","StockOnHand","DeliveredQuantity","SalesQuantity","WasteQuantity"
"296","12/26/2022","14","4","3","0"
"300","12/26/2022","4","4","2","0"
"304","12/26/2022","2","0","0","0"
"317","12/26/2022","2","0","1","0"
"343","12/26/2022","5","0","2","0"
"353","12/26/2022","7","0","1","0"
"373","12/26/2022","-1","6","0","3"
"374","12/26/2022","5","0","1","0"
"388","12/26/2022","30","21","10","7"
"419","12/26/2022","3","0","4","0"
"420","12/26/2022","6","0","0","0"
"462","12/26/2022","10","8","7","0"
"519","12/26/2022","8","6","11","0"
"525","12/26/2022","5","5","0","0"
"596","12/26/2022","26","4","3","9"
"597","12/26/2022","34","0","12","0"
"598","12/26/2022","10","0","2","0"
"1035","12/26/2022","15","6","11","0"
"1084","12/26/2022","27","5","6","6"
"1111","12/26/2022","5","6","6","0"
"1112","12/26/2022","4","0","0","0"
"1113","12/26/2022","6","6","3","0"
"1114","12/26/2022","9","0","4","0"
"1115","12/26/2022","6","0","2","0"
"1117","12/26/2022","-5","0","2","0"
"1118","12/26/2022","7","0","1","0"
"1119","12/26/2022","3","0","0","0"
"1692","12/26/2022","6","0","3","1"
"1693","12/26/2022","10","0","1","0"
"1747","12/26/2022","20","20","19","0"
"1772","12/26/2022","3","0","0","0"
"1773","12/26/2022","9","0","4","0"
"1774","12/26/2022","3","0","0","0"
"1782","12/26/2022","18","18","16","0"
"1795","12/26/2022","34","14","5","0"
"1914","12/26/2022","6","6","2","0"
"1915","12/26/2022","3","0","2","0"
"1923","12/26/2022","5","0","0","0"
"1934","12/26/2022","14","5","1","0"
"1963","12/26/2022","7","6","2","1"
"1984","12/26/2022","7","0","2","0"
"2135","12/26/2022","1","0","0","0"
"2136","12/26/2022","5","0","0","0"
"2148","12/26/2022","9","0","4","0"
"2183","12/26/2022","7","6","6","0"
"2193","12/26/2022","35","21","11","4"
"2237","12/26/2022","3","0","3","0"
"2358","12/26/2022","9","0","1","0"
"2361","12/26/2022","16","0","5","0"
"2445","12/26/2022","5","0","4","3"
"2449","12/26/2022","7","6","1","0"
"2451","12/26/2022","44","0","7","0"
"2475","12/26/2022","2","0","1","0"
"2476","12/26/2022","3","6","3","0"
"2507","12/26/2022","2","12","6","0"
"2525","12/26/2022","3","0","1","0"
"2562","12/26/2022","13","0","5","0"
"2582","12/26/2022","3","0","1","0"
"2586","12/26/2022","46","16","11","2"
"2602","12/26/2022","9","0","2","0"
"2631","12/26/2022","5","0","4","0"
"2685","12/26/2022","22","4","10","3"
"2723","12/26/2022","13","0","2","0"
"2730","12/26/2022","7","6","6","0"
"2731","12/26/2022","8","0","3","0"
"2732","12/26/2022","8","0","1","0"
"2734","12/26/2022","6","0","0","0"
"2735","12/26/2022","7","0","3","0"
"2761","12/26/2022","32","5","14","3"
"2788","12/26/2022","20","20","7","7"
"2802","12/26/2022","5","0","0","0"
"2812","12/26/2022","4","0","0","0"
"2813","12/26/2022","3","0","0","0"
"2814","12/26/2022","6","0","1","0"
"2913","12/26/2022","5","0","0","0"
"2914","12/26/2022","6","0","0","0"
"3015","12/26/2022","9","0","2","0"
"3033","12/26/2022","2","0","1","0"
"3035","12/26/2022","3","0","0","0"
"4446","12/26/2022","24","12","11","0"
"12136","12/26/2022","42","30","15","5"
"12516","12/26/2022","3","0","0","0"
"12518","12/26/2022","3","0","1","0"
"12523","12/26/2022","6","0","2","0"
"16062","12/26/2022","7","0","1","0"
"16276","12/26/2022","6","0","0","0"
"19322","12/26/2022","5","0","0","0"
"19329","12/26/2022","4","0","2","0"
"19520","12/26/2022","12","0","1","0"
"20901","12/26/2022","6","0","2","0"
"20920","12/26/2022","8","0","1","0"
"21097","12/26/2022","10","0","0","0"
"21099","12/26/2022","4","0","0","0"
"21102","12/26/2022","21","0","0","0"
"21103","12/26/2022","10","10","1","0"
"21132","12/26/2022","25","21","12","4"
"21171","12/26/2022","10","4","2","0"
"21174","12/26/2022","22","8","13","1"
"21175","12/26/2022","17","8","7","2"
"21176","12/26/2022","17","0","6","2"
"75","12/27/2022","76","24","24","8"
"76","12/27/2022","73","36","32","7"
"99","12/27/2022","6","0","1","0"
"117","12/27/2022","7","0","3","0"
"118","12/27/2022","7","4","2","0"
"119","12/27/2022","2","4","0","0"
"120","12/27/2022","7","0","1","0"
"149","12/27/2022","4","0","0","1"
"184","12/27/2022","20","15","11","0"
"195","12/27/2022","50","27","25","13"
"218","12/27/2022","50","27","29","5"
"296","12/27/2022","15","4","5","0"
"300","12/27/2022","6","4","3","0"
"304","12/27/2022","2","0","0","0"
"317","12/27/2022","7","6","0","0"
"343","12/27/2022","3","0","2","0"
"353","12/27/2022","6","0","0","0"
"373","12/27/2022","2","6","2","0"
"374","12/27/2022","4","0","1","0"
"388","12/27/2022","31","18","19","5"
"419","12/27/2022","5","6","2","2"
"420","12/27/2022","6","0","0","0"
"462","12/27/2022","11","8","9","0"
"519","12/27/2022","3","6","3","0"
"525","12/27/2022","5","0","3","0"
"596","12/27/2022","18","4","8","4"
"597","12/27/2022","34","12","10","16"
"598","12/27/2022","8","0","0","1"
"1035","12/27/2022","10","6","7","0"
"1084","12/27/2022","25","10","13","11"
"1111","12/27/2022","5","6","2","0"
"1112","12/27/2022","10","6","0","0"
"1113","12/27/2022","3","0","0","0"
"1114","12/27/2022","17","12","7","0"
"1115","12/27/2022","10","6","4","0"
"1117","12/27/2022","-7","0","0","0"
"1118","12/27/2022","12","6","2","0"
"1119","12/27/2022","3","0","0","0"
"1692","12/27/2022","2","0","0","0"
"1693","12/27/2022","9","0","5","0"
"1747","12/27/2022","21","20","23","0"
"1772","12/27/2022","3","0","0","0"
"1773","12/27/2022","5","0","0","0"
"1774","12/27/2022","3","0","0","0"
"1782","12/27/2022","23","21","29","0"
"1795","12/27/2022","43","14","15","0"
"1914","12/27/2022","4","0","1","0"
"1915","12/27/2022","7","6","1","0"
"1923","12/27/2022","11","6","3","0"
"1934","12/27/2022","13","0","0","9"
"1963","12/27/2022","10","6","4","0"
"1984","12/27/2022","11","6","5","0"
"2135","12/27/2022","1","0","0","0"
"2136","12/27/2022","5","0","1","0"
"2148","12/27/2022","9","4","2","0"
"2183","12/27/2022","1","0","1","0"
"2193","12/27/2022","35","15","10","13"
"2237","12/27/2022","6","6","1","0"
"2358","12/27/2022","12","4","5","0"
"2361","12/27/2022","11","0","1","7"
"2445","12/27/2022","-2","0","0","0"
"2449","12/27/2022","12","6","2","0"
"2451","12/27/2022","37","0","8","0"
"2475","12/27/2022","7","6","1","0"
"2476","12/27/2022","0","0","0","0"
"2507","12/27/2022","8","12","9","0"
"2525","12/27/2022","2","0","2","0"
"2562","12/27/2022","8","0","2","0"
"2582","12/27/2022","6","4","3","0"
"2586","12/27/2022","33","0","10","1"
"2602","12/27/2022","15","8","2","0"
"2631","12/27/2022","1","0","1","0"
"2685","12/27/2022","13","4","6","3"
"2723","12/27/2022","11","0","1","0"
"2730","12/27/2022","7","6","2","0"
"2731","12/27/2022","5","0","4","0"
"2732","12/27/2022","7","0","2","0"
"2734","12/27/2022","10","4","1","0"
"2735","12/27/2022","8","4","1","0"
"2761","12/27/2022","35","20","10","0"
"2788","12/27/2022","26","20","16","8"
"2802","12/27/2022","5","0","1","0"
"2812","12/27/2022","4","0","0","0"
"2813","12/27/2022","3","0","0","0"
"2814","12/27/2022","11","6","3","0"
"2913","12/27/2022","5","0","0","0"
"2914","12/27/2022","12","6","0","0"
"3015","12/27/2022","7","0","3","0"
"3033","12/27/2022","1","0","0","0"
"3035","12/27/2022","3","0","0","0"
"4446","12/27/2022","25","12","12","0"
"12136","12/27/2022","49","27","23","12"
"12516","12/27/2022","7","4","4","0"
"12518","12/27/2022","2","0","0","0"
"12523","12/27/2022","8","4","2","0"
"16062","12/27/2022","12","6","3","0"
"16276","12/27/2022","10","4","0","0"
"19322","12/27/2022","5","0","1","0"
"19329","12/27/2022","2","0","0","0"
"19520","12/27/2022","11","0","1","0"
"20901","12/27/2022","4","0","0","0"
"20920","12/27/2022","7","0","2","0"
"21097","12/27/2022","10","0","0","0"
"21099","12/27/2022","4","0","0","0"
"21102","12/27/2022","21","0","0","0"
"21103","12/27/2022","9","0","0","0"
"21132","12/27/2022","21","12","14","9"
"21171","12/27/2022","8","0","6","0"
"21174","12/27/2022","8","0","4","0"
"21175","12/27/2022","16","8","10","0"
"21176","12/27/2022","9","0","4","0"
"75","12/28/2022","33","8","21","11"
"76","12/28/2022","45","24","38","8"
"99","12/28/2022","5","0","0","0"
"117","12/28/2022","4","0","2","0"
"118","12/28/2022","5","0","0","0"
"119","12/28/2022","2","0","4","0"
"120","12/28/2022","6","0","1","0"
"149","12/28/2022","9","6","0","0"
"184","12/28/2022","18","9","5","0"
"195","12/28/2022","35","24","24","2"
"218","12/28/2022","26","21","29","4"
"296","12/28/2022","10","0","3","1"
"300","12/28/2022","7","4","1","0"
"304","12/28/2022","6","4","2","0"
"317","12/28/2022","7","0","5","0"
"343","12/28/2022","1","0","0","0"
"353","12/28/2022","6","0","0","0"
"373","12/28/2022","0","0","3","0"
"374","12/28/2022","7","4","2","0"
"388","12/28/2022","29","24","17","0"
"419","12/28/2022","1","0","4","0"
"462","12/28/2022","10","8","6","0"
"519","12/28/2022","6","6","6","0"
"525","12/28/2022","2","0","0","0"
"596","12/28/2022","6","0","3","0"
"597","12/28/2022","19","12","4","0"
"598","12/28/2022","7","0","1","4"
"1035","12/28/2022","2","0","1","0"
"1084","12/28/2022","11","10","7","0"
"1111","12/28/2022","9","6","1","0"
"1112","12/28/2022","10","0","0","0"
"1113","12/28/2022","9","6","2","0"
"1114","12/28/2022","16","6","2","0"
"1115","12/28/2022","12","6","0","0"
"1118","12/28/2022","16","6","2","0"
"1119","12/28/2022","3","0","0","0"
"1692","12/28/2022","2","0","0","0"
"1693","12/28/2022","4","0","0","0"
"1747","12/28/2022","18","20","16","3"
"1772","12/28/2022","3","0","0","0"
"1773","12/28/2022","11","6","3","0"
"1774","12/28/2022","11","8","1","0"
"1782","12/28/2022","18","24","12","1"
"1795","12/28/2022","38","14","11","8"
"1914","12/28/2022","9","6","0","0"
"1915","12/28/2022","12","6","1","0"
"1923","12/28/2022","14","6","1","0"
"1934","12/28/2022","4","0","0","4"
"1963","12/28/2022","6","0","0","0"
"1984","12/28/2022","3","0","3","0"
"2135","12/28/2022","1","0","0","0"
"2136","12/28/2022","10","6","1","0"
"2148","12/28/2022","7","0","1","0"
"2183","12/28/2022","5","6","2","0"
"2193","12/28/2022","18","12","12","9"
"2237","12/28/2022","11","6","1","0"
"2358","12/28/2022","7","0","3","0"
"2361","12/28/2022","3","0","3","0"
"2445","12/28/2022","6","6","7","0"
"2449","12/28/2022","10","0","1","0"
"2451","12/28/2022","29","0","7","0"
"2475","12/28/2022","12","6","1","0"
"2476","12/28/2022","6","6","2","0"
"2507","12/28/2022","17","18","9","0"
"2525","12/28/2022","6","6","1","0"
"2562","12/28/2022","6","0","3","0"
"2582","12/28/2022","7","4","3","0"
"2586","12/28/2022","22","0","6","4"
"2602","12/28/2022","13","0","0","0"
"2631","12/28/2022","6","6","1","0"
"2685","12/28/2022","4","0","2","1"
"2723","12/28/2022","10","0","1","0"
"2730","12/28/2022","11","6","3","0"
"2731","12/28/2022","7","6","0","0"
"2732","12/28/2022","5","0","1","0"
"2734","12/28/2022","9","0","3","0"
"2735","12/28/2022","7","0","3","0"
"2761","12/28/2022","35","10","13","1"
"2788","12/28/2022","32","20","7","0"
"2802","12/28/2022","10","6","0","0"
"2812","12/28/2022","10","6","1","0"
"2813","12/28/2022","3","0","0","0"
"2814","12/28/2022","8","0","0","0"
"2913","12/28/2022","0","0","0","0"
"2914","12/28/2022","12","0","2","0"
"3015","12/28/2022","12","8","4","0"
"3033","12/28/2022","1","0","0","0"
"3035","12/28/2022","3","0","0","0"
"4446","12/28/2022","25","12","11","4"
"12136","12/28/2022","44","27","25","13"
"12516","12/28/2022","3","0","0","2"
"12518","12/28/2022","6","4","2","0"
"12523","12/28/2022","10","4","5","0"
"16062","12/28/2022","9","0","1","0"
"16276","12/28/2022","10","0","0","0"
"19322","12/28/2022","4","0","0","0"
"19329","12/28/2022","2","0","0","0"
"19520","12/28/2022","10","0","0","0"
"20901","12/28/2022","4","0","1","0"
"20920","12/28/2022","5","0","0","0"
"21097","12/28/2022","10","0","1","0"
"21099","12/28/2022","10","6","0","0"
"21102","12/28/2022","21","0","0","0"
"21103","12/28/2022","9","0","5","0"
"21132","12/28/2022","8","6","7","1"
"21171","12/28/2022","6","4","3","1"
"21174","12/28/2022","16","12","14","0"
"21175","12/28/2022","6","4","10","1"
"21176","12/28/2022","9","4","7","0"
"75","12/29/2022","21","20","20","0"
"76","12/29/2022","35","36","22","0"
"99","12/29/2022","17","12","0","0"
"117","12/29/2022","2","0","0","0"
"118","12/29/2022","9","4","0","0"
"119","12/29/2022","3","4","1","0"
"120","12/29/2022","1","0","0","0"
"149","12/29/2022","9","0","0","0"
"184","12/29/2022","31","18","19","0"
"195","12/29/2022","33","24","30","3"
"218","12/29/2022","20","27","24","0"
"296","12/29/2022","6","0","7","0"
"300","12/29/2022","10","4","1","0"
"304","12/29/2022","6","4","2","0"
"317","12/29/2022","8","6","1","0"
"343","12/29/2022","1","0","1","0"
"353","12/29/2022","12","6","1","0"
"373","12/29/2022","3","6","2","0"
"374","12/29/2022","9","4","1","0"
"388","12/29/2022","36","24","17","5"
"419","12/29/2022","3","6","5","0"
"462","12/29/2022","12","8","8","0"
"519","12/29/2022","6","6","5","0"
"525","12/29/2022","2","0","1","0"
"596","12/29/2022","7","4","4","1"
"597","12/29/2022","27","12","16","2"
"598","12/29/2022","2","0","2","0"
"1035","12/29/2022","1","0","1","0"
"1084","12/29/2022","14","10","13","0"
"1111","12/29/2022","14","6","0","0"
"1112","12/29/2022","10","0","0","0"
"1113","12/29/2022","13","6","0","0"
"1114","12/29/2022","20","6","6","0"
"1115","12/29/2022","12","0","1","0"
"1118","12/29/2022","14","0","3","0"
"1119","12/29/2022","3","0","0","0"
"1692","12/29/2022","8","6","1","0"
"1693","12/29/2022","4","0","0","0"
"1747","12/29/2022","24","25","25","2"
"1772","12/29/2022","3","0","0","0"
"1773","12/29/2022","8","0","1","0"
"1774","12/29/2022","10","0","3","0"
"1782","12/29/2022","29","24","20","8"
"1795","12/29/2022","26","7","14","3"
"1914","12/29/2022","9","0","0","0"
"1915","12/29/2022","11","0","1","0"
"1923","12/29/2022","13","0","1","0"
"1934","12/29/2022","0","0","4","0"
"1963","12/29/2022","6","0","6","0"
"1984","12/29/2022","0","0","0","0"
"2135","12/29/2022","1","0","0","0"
"2136","12/29/2022","9","0","1","0"
"2148","12/29/2022","6","0","2","0"
"2183","12/29/2022","9","6","4","0"
"2193","12/29/2022","12","15","14","2"
"2237","12/29/2022","10","0","0","0"
"2358","12/29/2022","4","4","4","0"
"2361","12/29/2022","7","7","2","0"
"2445","12/29/2022","5","6","2","0"
"2449","12/29/2022","9","0","3","0"
"2451","12/29/2022","32","10","11","0"
"2475","12/29/2022","11","0","0","0"
"2476","12/29/2022","10","6","2","0"
"2507","12/29/2022","26","18","21","0"
"2525","12/29/2022","5","0","3","0"
"2562","12/29/2022","3","0","0","0"
"2582","12/29/2022","8","4","4","0"
"2586","12/29/2022","24","12","8","1"
"2602","12/29/2022","13","0","2","0"
"2631","12/29/2022","5","0","4","0"
"2685","12/29/2022","5","4","2","1"
"2723","12/29/2022","9","0","1","0"
"2730","12/29/2022","8","0","1","0"
"2731","12/29/2022","7","0","3","0"
"2732","12/29/2022","4","0","0","0"
"2734","12/29/2022","6","0","0","0"
"2735","12/29/2022","4","0","4","0"
"2761","12/29/2022","36","15","16","0"
"2788","12/29/2022","49","24","13","12"
"2802","12/29/2022","10","0","0","0"
"2812","12/29/2022","9","0","0","0"
"2813","12/29/2022","3","0","0","0"
"2814","12/29/2022","8","0","1","0"
"2913","12/29/2022","6","6","1","0"
"2914","12/29/2022","10","0","0","0"
"3015","12/29/2022","8","0","2","0"
"3033","12/29/2022","1","0","0","0"
"3035","12/29/2022","3","0","0","0"
"4446","12/29/2022","22","12","8","0"
"12136","12/29/2022","30","24","27","5"
"12516","12/29/2022","5","4","2","0"
"12518","12/29/2022","8","4","2","0"
"12523","12/29/2022","5","0","1","0"
"16062","12/29/2022","8","0","0","0"
"16276","12/29/2022","10","0","1","0"
"19322","12/29/2022","4","0","0","0"
"19329","12/29/2022","2","0","0","0"
"19520","12/29/2022","10","0","1","0"
"20901","12/29/2022","3","0","0","0"
"20920","12/29/2022","5","0","0","0"
"21097","12/29/2022","9","0","0","0"
"21099","12/29/2022","10","0","0","0"
"21102","12/29/2022","21","0","0","0"
"21103","12/29/2022","4","0","0","0"
"21132","12/29/2022","18","18","13","0"
"21171","12/29/2022","2","0","1","0"
"21174","12/29/2022","14","12","8","0"
"21175","12/29/2022","3","8","10","0"
"21176","12/29/2022","6","4","1","0"
"75","12/30/2022","21","20","21","0"
"76","12/30/2022","41","28","33","7"
"99","12/30/2022","17","0","0","0"
"117","12/30/2022","2","0","2","0"
"118","12/30/2022","9","0","1","0"
"119","12/30/2022","6","4","1","0"
"120","12/30/2022","1","0","0","0"
"149","12/30/2022","9","0","0","0"
"184","12/30/2022","36","24","22","0"
"195","12/30/2022","18","18","18","0"
"218","12/30/2022","17","21","23","0"
"296","12/30/2022","-1","0","1","0"
"300","12/30/2022","13","4","1","0"
"304","12/30/2022","4","0","2","0"
"317","12/30/2022","7","0","2","0"
"343","12/30/2022","4","4","1","0"
"353","12/30/2022","11","0","0","0"
"373","12/30/2022","1","0","3","0"
"374","12/30/2022","8","0","1","0"
"388","12/30/2022","38","24","29","0"
"419","12/30/2022","-2","0","1","0"
"462","12/30/2022","4","0","5","0"
"519","12/30/2022","19","18","5","0"
"525","12/30/2022","1","0","0","0"
"596","12/30/2022","6","4","3","0"
"597","12/30/2022","27","18","16","0"
"598","12/30/2022","0","0","0","0"
"1035","12/30/2022","6","6","2","0"
"1084","12/30/2022","21","20","8","0"
"1111","12/30/2022","14","0","2","0"
"1112","12/30/2022","10","0","1","0"
"1113","12/30/2022","13","0","2","0"
"1114","12/30/2022","32","18","6","0"
"1115","12/30/2022","11","0","0","0"
"1118","12/30/2022","11","0","1","0"
"1119","12/30/2022","3","0","0","0"
"1692","12/30/2022","7","0","0","0"
"1693","12/30/2022","4","0","0","0"
"1747","12/30/2022","22","25","22","0"
"1772","12/30/2022","3","0","0","0"
"1773","12/30/2022","7","0","0","0"
"1774","12/30/2022","7","0","1","0"
"1782","12/30/2022","22","21","19","0"
"1795","12/30/2022","23","14","19","0"
"1914","12/30/2022","9","0","0","0"
"1915","12/30/2022","10","0","1","0"
"1923","12/30/2022","12","0","1","0"
"1934","12/30/2022","-4","0","1","0"
"1963","12/30/2022","6","6","3","0"
"1984","12/30/2022","0","0","0","0"
"2135","12/30/2022","1","0","0","0"
"2136","12/30/2022","8","0","0","0"
"2148","12/30/2022","4","0","0","0"
"2183","12/30/2022","5","0","2","0"
"2193","12/30/2022","8","12","12","0"
"2237","12/30/2022","16","6","7","0"
"2358","12/30/2022","0","0","0","0"
"2361","12/30/2022","12","7","5","1"
"2445","12/30/2022","3","0","3","0"
"2449","12/30/2022","12","6","4","0"
"2451","12/30/2022","21","0","4","2"
"2475","12/30/2022","11","0","2","0"
"2476","12/30/2022","8","0","0","0"
"2507","12/30/2022","23","18","21","0"
"2525","12/30/2022","2","0","2","0"
"2562","12/30/2022","9","6","1","0"
"2582","12/30/2022","4","0","1","0"
"2586","12/30/2022","27","12","16","0"
"2602","12/30/2022","11","0","1","0"
"2631","12/30/2022","1","0","1","0"
"2685","12/30/2022","10","8","3","0"
"2723","12/30/2022","8","0","0","0"
"2730","12/30/2022","7","0","3","0"
"2731","12/30/2022","10","6","1","0"
"2732","12/30/2022","4","0","2","0"
"2734","12/30/2022","6","0","0","0"
"2735","12/30/2022","4","4","1","0"
"2761","12/30/2022","35","15","13","0"
"2788","12/30/2022","40","16","15","9"
"2802","12/30/2022","10","0","0","0"
"2812","12/30/2022","9","0","1","0"
"2813","12/30/2022","9","6","2","0"
"2814","12/30/2022","7","0","2","0"
"2913","12/30/2022","5","0","0","0"
"2914","12/30/2022","10","0","1","0"
"3015","12/30/2022","6","0","2","0"
"3033","12/30/2022","1","0","1","0"
"3035","12/30/2022","3","0","0","0"
"4446","12/30/2022","20","6","15","0"
"12136","12/30/2022","19","21","21","0"
"12516","12/30/2022","3","0","0","0"
"12518","12/30/2022","10","4","1","0"
"12523","12/30/2022","4","0","1","0"
"16062","12/30/2022","8","0","2","0"
"16276","12/30/2022","9","0","0","0"
"19322","12/30/2022","10","6","0","0"
"19329","12/30/2022","2","0","0","0"
"19520","12/30/2022","9","0","2","0"
"20901","12/30/2022","3","0","0","0"
"20920","12/30/2022","5","0","0","0"
"21099","12/30/2022","10","0","0","0"
"21102","12/30/2022","21","0","0","0"
"21103","12/30/2022","4","0","1","0"
"21132","12/30/2022","17","12","14","4"
"21171","12/30/2022","1","0","0","0"
"21174","12/30/2022","22","16","14","0"
"21175","12/30/2022","1","8","10","2"
"21176","12/30/2022","9","4","2","0"
"75","12/31/2022","24","24","39","0"
"76","12/31/2022","29","28","30","1"
"99","12/31/2022","17","0","0","0"
"117","12/31/2022","4","4","1","0"
"118","12/31/2022","12","4","1","0"
"119","12/31/2022","5","0","3","0"
"120","12/31/2022","1","0","1","0"
"149","12/31/2022","9","0","1","0"
"184","12/31/2022","23","9","12","0"
"195","12/31/2022","9","9","12","0"
"218","12/31/2022","15","21","21","0"
"296","12/31/2022","2","4","3","0"
"300","12/31/2022","20","8","4","0"
"304","12/31/2022","2","0","2","0"
"317","12/31/2022","5","0","0","0"
"343","12/31/2022","7","4","1","0"
"353","12/31/2022","11","0","0","0"
"373","12/31/2022","4","6","0","2"
"374","12/31/2022","11","4","5","0"
"388","12/31/2022","24","15","21","0"
"419","12/31/2022","3","6","1","0"
"462","12/31/2022","15","16","8","0"
"519","12/31/2022","32","18","14","1"
"525","12/31/2022","6","5","1","0"
"596","12/31/2022","3","0","3","0"
"597","12/31/2022","11","0","18","4"
"598","12/31/2022","0","0","0","0"
"1035","12/31/2022","16","12","9","0"
"1084","12/31/2022","13","0","12","0"
"1111","12/31/2022","12","0","3","0"
"1112","12/31/2022","9","0","0","0"
"1113","12/31/2022","11","0","1","0"
"1114","12/31/2022","26","0","9","0"
"1115","12/31/2022","17","6","1","0"
"1118","12/31/2022","10","0","4","0"
"1119","12/31/2022","3","0","0","0"
"1692","12/31/2022","7","0","3","0"
"1693","12/31/2022","4","0","0","0"
"1747","12/31/2022","10","10","22","3"
"1772","12/31/2022","3","0","0","0"
"1773","12/31/2022","7","0","0","0"
"1774","12/31/2022","6","0","0","0"
"1782","12/31/2022","15","12","21","1"
"1795","12/31/2022","25","21","26","0"
"1914","12/31/2022","9","0","5","0"
"1915","12/31/2022","9","0","5","0"
"1923","12/31/2022","11","0","3","0"
"1934","12/31/2022","0","5","2","0"
"1963","12/31/2022","9","6","1","0"
"1984","12/31/2022","6","6","4","0"
"2135","12/31/2022","13","12","6","0"
"2136","12/31/2022","8","0","1","0"
"2148","12/31/2022","8","4","3","0"
"2183","12/31/2022","9","6","9","0"
"2193","12/31/2022","8","12","12","0"
"2237","12/31/2022","9","0","4","0"
"2358","12/31/2022","0","0","0","0"
"2361","12/31/2022","13","7","7","0"
"2445","12/31/2022","18","18","14","0"
"2449","12/31/2022","8","0","0","0"
"2451","12/31/2022","15","0","6","0"
"2475","12/31/2022","9","0","1","0"
"2476","12/31/2022","8","0","3","0"
"2507","12/31/2022","14","12","19","3"
"2525","12/31/2022","6","6","0","0"
"2562","12/31/2022","8","0","0","0"
"2582","12/31/2022","7","4","0","0"
"2586","12/31/2022","15","4","6","0"
"2602","12/31/2022","10","0","0","0"
"2631","12/31/2022","12","12","6","0"
"2685","12/31/2022","11","4","11","0"
"2723","12/31/2022","8","0","1","0"
"2730","12/31/2022","10","6","1","0"
"2731","12/31/2022","9","0","3","0"
"2732","12/31/2022","10","8","2","0"
"2734","12/31/2022","6","0","0","0"
"2735","12/31/2022","7","4","1","0"
"2761","12/31/2022","22","0","18","3"
"2788","12/31/2022","24","8","17","0"
"2802","12/31/2022","10","0","0","0"
"2812","12/31/2022","8","0","1","0"
"2813","12/31/2022","7","0","0","0"
"2814","12/31/2022","5","0","1","0"
"2913","12/31/2022","11","6","3","0"
"2914","12/31/2022","9","0","1","0"
"3015","12/31/2022","4","0","3","0"
"3033","12/31/2022","0","0","0","0"
"3035","12/31/2022","9","6","2","0"
"4446","12/31/2022","11","6","7","0"
"12136","12/31/2022","7","9","9","0"
"12516","12/31/2022","7","4","2","0"
"12518","12/31/2022","9","0","4","0"
"12523","12/31/2022","7","4","1","0"
"16062","12/31/2022","6","0","0","0"
"16276","12/31/2022","9","0","0","0"
"19322","12/31/2022","10","0","1","0"
"19329","12/31/2022","2","0","1","0"
"19520","12/31/2022","7","0","2","0"
"20901","12/31/2022","3","0","0","0"
"20920","12/31/2022","5","0","1","0"
"21099","12/31/2022","10","0","0","0"
"21102","12/31/2022","21","0","1","0"
"21103","12/31/2022","3","0","0","0"
"21132","12/31/2022","11","12","10","1"
"21171","12/31/2022","1","0","0","0"
"21174","12/31/2022","16","8","11","0"
"21175","12/31/2022","-3","8","8","0"
"21176","12/31/2022","11","4","6","0"
"75","1/1/2023","5","20","5","0"
"76","1/1/2023","22","24","23","0"
"99","1/1/2023","17","0","0","0"
"117","1/1/2023","3","0","2","0"
"118","1/1/2023","11","0","4","0"
"119","1/1/2023","6","4","2","0"
"120","1/1/2023","4","4","1","0"
"149","1/1/2023","8","0","0","0"
"184","1/1/2023","14","3","5","0"
"195","1/1/2023","9","12","9","0"
"218","1/1/2023","18","24","37","0"
"296","1/1/2023","3","4","2","0"
"300","1/1/2023","20","4","4","0"
"304","1/1/2023","4","4","4","0"
"317","1/1/2023","11","6","1","0"
"343","1/1/2023","6","0","6","0"
"353","1/1/2023","11","0","0","0"
"373","1/1/2023","8","6","1","2"
"374","1/1/2023","14","8","1","1"
"388","1/1/2023","15","12","5","0"
"419","1/1/2023","8","6","2","0"
"420","1/1/2023","12","6","3","0"
"462","1/1/2023","15","8","6","0"
"519","1/1/2023","35","18","9","0"
"525","1/1/2023","5","0","2","0"
"596","1/1/2023","4","4","4","0"
"597","1/1/2023","1","12","9","0"
"598","1/1/2023","6","6","1","0"
"1035","1/1/2023","13","6","7","0"
"1084","1/1/2023","11","10","11","0"
"1111","1/1/2023","15","6","4","0"
"1112","1/1/2023","9","0","2","0"
"1113","1/1/2023","10","0","2","0"
"1114","1/1/2023","23","6","10","0"
"1115","1/1/2023","22","6","5","0"
"1117","1/1/2023","-7","0","0","0"
"1118","1/1/2023","6","0","4","0"
"1119","1/1/2023","3","0","1","0"
"1692","1/1/2023","10","6","1","0"
"1693","1/1/2023","10","6","3","0"
"1747","1/1/2023","-5","10","10","0"
"1772","1/1/2023","11","8","2","0"
"1773","1/1/2023","13","6","4","0"
"1774","1/1/2023","6","0","0","0"
"1782","1/1/2023","8","15","15","0"
"1795","1/1/2023","-1","0","0","0"
"1914","1/1/2023","10","6","5","0"
"1915","1/1/2023","4","0","2","0"
"1923","1/1/2023","8","0","2","0"
"1934","1/1/2023","-2","0","3","0"
"1963","1/1/2023","8","0","2","0"
"1984","1/1/2023","8","6","2","0"
"2135","1/1/2023","13","6","5","0"
"2136","1/1/2023","7","0","3","0"
"2148","1/1/2023","9","4","2","0"
"2183","1/1/2023","6","6","6","0"
"2193","1/1/2023","5","9","11","0"
"2237","1/1/2023","11","6","1","0"
"2358","1/1/2023","8","8","5","0"
"2361","1/1/2023","13","7","8","0"
"2445","1/1/2023","16","12","5","0"
